111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
188,189,189,189,189,189,189,189,189,189,189,190,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,100,101,102,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,100,101,102,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
94,95,95,95,95,95,95,95,95,95,95,95,96,111,111,111,94,95,95,96
116,117,117,117,117,117,117,117,117,117,117,117,118,111,111,111,116,117,117,118
138,139,139,139,139,139,139,139,139,139,139,139,140,111,111,111,138,139,139,140
111,111,111,111,111,111,111,111,111,111,111,111,113,114,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,88,89,90,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,12,13,14,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0,1,2,111
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30
50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52
